productTitle,originalPrice,price,sold,tagText,discount_percent,tag_encoded,adjustable,bed,bedroom,bedside,black,cabinet,chair,chairs,closet,coffee,computer,desk,dining,drawer,drawers,dresser,fabric,frame,furniture,home,led,living,makeup,metal,mirror,modern,office,organizer,outdoor,patio,rack,rattan,room,sectional,set,shelf,shoe,simple,small,sofa,stand,stool,storage,table,tv,vanity,wardrobe,white,wicker,wood
Office Furniture Computer Stand 42*26cm Adjustable Foldable Laptop Holder Notebook Desks Lap PC Folding Desk Table Vented Stand,56.58,26.03,1000,Free shipping,53.994344291268995,93,0.3424854216837527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36613945278428395,0.28358618439442834,0.0,0.0,0.0,0.0,0.0,0.0,0.21827527393495605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32963111131156697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6849708433675054,0.0,0.0,0.2067333839757532,0.0,0.0,0.0,0.0,0.0,0.0
"4-Piece Outdoor Patio Furniture Set,Wicker Rattan Sectional Sofa Couch with Glass Coffee Table|Black Easy Cleaning and Stronger",321.05,321.05,1,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.33612098889778946,0.0,0.0,0.0,0.0,0.34627290729439825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21320453408866805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884636779526871,0.30375639153867656,0.0,0.3508435078114305,0.0,0.3556438811476048,0.25474031668356134,0.0,0.0,0.0,0.0,0.2699203565868174,0.0,0.0,0.0,0.20193077308545057,0.0,0.0,0.0,0.0,0.3436319835342126,0.0
"Aluminum Patio Furniture Set, Modern Patio Conversation Set, All Weather Dark Grey Outdoor Sectional Sofa Set w/Table",497.44,497.44,1,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1809308589968208,0.0,0.0,0.0,0.0,0.0,0.0,0.2191375506046119,0.0,0.0,0.24479770688017463,0.5155509950272533,0.0,0.0,0.0,0.3018085576277595,0.6485375817501714,0.0,0.0,0.0,0.0,0.2290613667609462,0.0,0.0,0.0,0.17136365503863157,0.0,0.0,0.0,0.0,0.0,0.0
Modern Small Bedside Table with Drawer Lock Nordic Minimalist Bedside Cabinet Storage Cabinets Nightstands for Bedroom Furnitur,98.79,49.39,1,Free shipping,50.0050612410163,93,0.0,0.0,0.2329616345996692,0.698833851794615,0.0,0.3017755491129412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32405760510876197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25989787186903196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32688503079294723,0.0,0.0,0.0,0.21347588040928314,0.2032378710876307,0.0,0.0,0.0,0.0,0.0,0.0
"5 Piece Patio Furniture Set, Outdoor Dining Table Set with L-Shaped Sectional Sofa, 2 Ottomans, Outside Conversation",225.91,225.91,1,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3855027932630378,0.0,0.0,0.0,0.0,0.0,0.23174292154297943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3135459373485338,0.330168370543427,0.0,0.0,0.0,0.38656753899874335,0.5537805795300861,0.0,0.0,0.0,0.0,0.2933902521666707,0.0,0.0,0.0,0.21948889363109467,0.0,0.0,0.0,0.0,0.0,0.0
Mid Lounge Replica Solid Wood Three-Legged Shell Chair Ash Plywood Black Faux Leather Living Room Furniture Modern Leisure Chair,179.99,179.99,2,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.3981489936152559,0.0,0.609249869109448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2525494494109855,0.0,0.0,0.2873044105222388,0.0,0.0,0.0,0.3058796495927716,0.0,0.0,0.0,0.0,0.0,0.0,0.26950866502859705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39720227417458637
Folding Desk Small Writing Desk Dressing Table Adjustable Height Space Saving Office Furniture Mobile Bookshelf,86.61,48.56,3,Free shipping,43.93257129661702,93,0.3958426838911898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655534567242444,0.0,0.0,0.0,0.0,0.0,0.0,0.2522813083158937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38098574577020083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38430987353611945,0.0,0.0,0.0,0.0,0.23894125817254372,0.0,0.0,0.0,0.0,0.0,0.0
Home Furniture Shoe-shelf Headboards Shoe Cabinet Hallway Shoerack Living Room Cabinets Shoes Organizer External Storage Wheel,15.71,9.71,110,Free shipping,38.192234245703375,93,0.0,0.0,0.0,0.0,0.0,0.2974921463134333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21153879277190135,0.2847705086702389,0.0,0.2406500125090888,0.0,0.0,0.0,0.0,0.0,0.31282857537742764,0.0,0.0,0.0,0.0,0.22574405834058514,0.0,0.0,0.34268601352005773,0.6459100970477785,0.0,0.0,0.0,0.0,0.0,0.21044580329912496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makeup Vanity Organizer Makeup Vanity Desk With Mirror and Lights Dressers for Bedroom Furniture 5 Drawers & Storage Bag Dresser,172.36,172.36,5,Free shipping,0.0,93,0.0,0.0,0.1922729545404814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23009802326731835,0.0,0.0,0.2206339662318523,0.26353268826276344,0.0,0.0,0.1771056272286887,0.0,0.0,0.0,0.5384039733167059,0.0,0.2914401411567322,0.0,0.0,0.26190799489442723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17619054879983928,0.0,0.0,0.5349165177574929,0.0,0.0,0.0,0.0
"3 Pieces Patio Furniture PE Rattan Wicker Chair Conversation Set, 26.6x12.1x19.3 inches, Assemble Easily, Sturdy&Durable",86.8,86.8,18,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.3601322143635021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2985677865983182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42537497560477583,0.0,0.4913149245038317,0.0,0.0,0.35673374787580575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48121603589129625,0.0
Simple Wardrobe Portable Large Capacity Assembly Storage Closet Bedroom Furniture Durable and Sturdy Clothes Dustproof Wardrobe,82.27,40.13,1,Free shipping,51.22158745593776,93,0.0,0.0,0.24093222955065233,0.0,0.0,0.0,0.0,0.0,0.3604384695594252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22192644688980837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36519604724056326,0.0,0.0,0.0,0.0,0.22077978595351958,0.0,0.0,0.0,0.7620187371649483,0.0,0.0,0.0
"Wisteria Lane Outdoor Patio Furniture Set, 7-Piece Outdoor Dining Sofa Set with Dining Table and Chairs with Footstool",445.4,445.4,1,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2657457087779256,0.0,0.0,0.0,0.0,0.5892140190564581,0.0,0.0,0.0,0.0,0.0,0.1771014122030701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4792330046176802,0.25231961476408205,0.0,0.0,0.0,0.0,0.4232074146317501,0.0,0.0,0.0,0.0,0.22421322575626404,0.0,0.0,0.0,0.167736700504775,0.0,0.0,0.0,0.0,0.0,0.0
"5-Piece Patio Furniture Set Outdoor Couch with Glass Coffee Table and Two Pillows, Outdoor Sectional Conversation Set",270.59,270.59,1,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3433153942703412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21138355655022273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719998258183198,0.3011620115996407,0.0,0.0,0.0,0.35260633074079234,0.5051291649820808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20020608461350384,0.0,0.0,0.0,0.0,0.0,0.0
5 Pieces Patio Furniture Sets All Weather Outdoor Sectional Sofa Manual Weaving Wicker Rattan Sofas with Cushion and Glass Table,123.57,123.57,1,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544241042140232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3442333587093058,0.36248266551578706,0.0,0.4186732968685643,0.0,0.4244017429880127,0.0,0.0,0.0,0.0,0.0,0.32210499287585653,0.0,0.0,0.0,0.24097074799612164,0.0,0.0,0.0,0.0,0.4100675436556154,0.0
"3 Pieces Rocking Wicker Bistro Set, Patio Outdoor Furniture Conversation Sets with Porch Chairs and Glass Coffee Table, Beige",251.56,87.08,11,Free shipping,65.384003816187,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39173931135099016,0.0,0.42400892327327705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2610675655865245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35322189786040725,0.37194772620252803,0.0,0.0,0.0,0.0,0.3119278612792523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24726291854796645,0.0,0.0,0.0,0.0,0.4207751293020638,0.0
Outdoor Furniture Sets Sectional PE Rattan Outdoor Furniture Patio Conversation Set with Cushions for Balcony Lawn and Garden,736.43,435.86,5,Free shipping,40.81446980704207,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4442233093559108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6010298523755983,0.3164465288322698,0.0,0.3655008200745241,0.0,0.37050174029100597,0.26538269222849276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Patio Furniture Outdoor Set, Terrace Sofa Set, All-weather PE Rattan with Padded Cushions, Garden Furniture Sets",665.74,393.44,16,Free shipping,40.9018535764713,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4729644984652947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31995820199491354,0.33692057721429525,0.0,0.3891486745840682,0.0,0.0,0.5651058343300716,0.0,0.0,0.0,0.0,0.299390316965691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"7 Pieces Patio Furniture Set, Outdoor Sectional Sofa Conversation Set, All Weather Wicker Rattan Couch Dining Table & Chair",432.98,432.98,1,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.23942293358873237,0.0,0.0,0.0,0.0,0.0,0.33019293484100243,0.0,0.0,0.0,0.0,0.0,0.19849369895665891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2685600599265801,0.2827975961954166,0.0,0.3266357627810023,0.0,0.3311049166099443,0.47432713331398435,0.0,0.0,0.0,0.0,0.2512962035804352,0.0,0.0,0.0,0.18799781277746858,0.0,0.0,0.0,0.0,0.31992182428518495,0.0
"6 Piece Patio Furniture Set, Outdoor Sectional Conversation Rattan Sofa Set with Ottoman and Outdoor Storage Table",335.98,335.98,6,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1998303905195569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5407371814336754,0.28470200506496357,0.0,0.32883538559293574,0.0,0.33333463549166653,0.4775213358528409,0.0,0.0,0.0,0.0,0.2529884765184674,0.0,0.0,0.19879789661942304,0.18926382319242782,0.0,0.0,0.0,0.0,0.0,0.0
Flamaker Patio Chairs 3 Piece Acacia Wood Patio Furniture with Coffee Table & Cushions Outdoor Conversation Set Balcony Chairs,96.15,96.15,7,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5734034294521222,0.0,0.3103188315269196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19106716263651236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2585120279252168,0.5444337486731263,0.0,0.0,0.0,0.0,0.22829021777563432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18096397446401744,0.0,0.0,0.0,0.0,0.0,0.3005047593503369
"Shintenchi 5 Pieces Outdoor Patio Sectional Sofa Couch, Silver Gray PE Wicker Furniture Conversation Sets with Washable Cushions",407.85,279.49,3,Free shipping,31.472355032487435,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905767636843696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3931475582274551,0.41399001939162877,0.0,0.0,0.0,0.4847075530065487,0.0,0.0,0.0,0.0,0.0,0.3678748390825013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4683365206121067,0.0
Nightstands Modern Single Drawer Bedside Table Walnut Wood Bedroom Furniture Bedside Table,86.77,86.77,1,Free shipping,0.0,93,0.0,0.0,0.22839702552456273,0.6851410248732424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31770807769546644,0.0,0.0,0.0,0.0,0.21038007430305555,0.0,0.0,0.0,0.0,0.0,0.0,0.2548054789238464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3985113283578006,0.0,0.0,0.0,0.0,0.0,0.3308795332917374
Makeup Table With 5 Drawers & Shelves Vanity Table Set Large Vanity Desk With Mirror and Lights White and Gold Bedroom Furniture,313.69,175.94,1,Free shipping,43.912780133252575,93,0.0,0.0,0.20956841988296046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2507959544782051,0.0,0.0,0.24048058025750443,0.0,0.0,0.0,0.1930367510053657,0.0,0.0,0.0,0.2934174237254303,0.0,0.31765595956359094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23064351465537747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3656588311410488,0.0,0.5830336859577997,0.0,0.29027260650625586,0.0,0.0
Side Table for Living Room Bed Room Bedside Tables Modern Nightstand With 2 Drawers Furniture Silver Bedroom Home,122.3,122.3,1,Free shipping,0.0,93,0.0,0.3429438621295604,0.25176333253879263,0.377617412671998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28889940731673486,0.0,0.0,0.0,0.23190314534372036,0.31218470993624564,0.0,0.26381683518464444,0.0,0.0,0.0,0.28087352002800775,0.0,0.0,0.0,0.0,0.0,0.0,0.49495183825017786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21964064516906548,0.0,0.0,0.0,0.0,0.0,0.0
"Convertible Sofa Bed, 3-in-1 Multi-Functional Velvet Sleeper Couch Pull-Out Bed Hidden Side Table for Living Room, Small Space",266.5,266.5,2,Free shipping,0.0,93,0.0,0.7393873334335626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2843946893680857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26677917311987265,0.0,0.0,0.0,0.0,0.0,0.38082204697096217,0.31649351667272135,0.0,0.0,0.0,0.23677273291427195,0.0,0.0,0.0,0.0,0.0,0.0
Dressers for Bedroom Furniture Thickened Frame Dresser Vanity Table for Makeup Furnitures Hallway Kids Room Make Up Table Toilet,72.43,31.71,60,Free shipping,56.219798426066546,93,0.0,0.0,0.27033786597935044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3705298268860653,0.0,0.38708576232351666,0.2490124387611554,0.0,0.0,0.0,0.378500922111219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26573413682966057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4716904777083361,0.0,0.3760492218816452,0.0,0.0,0.0,0.0
Modern Faux Leather Sofa Bed Convertible Folding Futon With Armrest Home Recliner Home Furniture for Living Living Room Sofas,105.3,105.3,4,Free shipping,0.0,93,0.0,0.33216476272700884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22461417670639874,0.6047448084304692,0.0,0.5110495689780966,0.0,0.0,0.0,0.2720453591356496,0.0,0.0,0.0,0.0,0.0,0.0,0.23969748123317716,0.0,0.0,0.0,0.0,0.0,0.0,0.28436514697117776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Length of Values Black Gaming Desk Table Office Furniture Computer Offices L Shaped Desk for Compuradora Desktops Furnitures,48.43,48.43,6,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.39134391520053047,0.0,0.0,0.0,0.0,0.0,0.4163910398255186,0.6450151454709107,0.0,0.0,0.0,0.0,0.0,0.0,0.24823292762040614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3748720334673427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2351069464536192,0.0,0.0,0.0,0.0,0.0,0.0
"Living Room Sofa Set , L Shape Modular Storage Ottoman & Chaise, Comfy Corner Sofa Cup Holder Living Room Furniture Couch Sets",983.42,584.05,1,Free shipping,40.61031909052083,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22610547556566665,0.0,0.0,0.5144426212351793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48257784776392554,0.0,0.27015457572553825,0.0,0.0,0.0,0.0,0.5725063104477428,0.0,0.0,0.2249372222099011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nightstand,Bedside Tables with Fabric Storage Drawer and Open Wood Shelf,Bedside Furniture,Mesa de Noche Drawers,",21.22,21.22,3,Free shipping,0.0,93,0.0,0.0,0.0,0.6626940168885735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30729913194864983,0.25349984175352647,0.0,0.32964313715977794,0.0,0.20348747404084006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32964313715977794,0.0,0.0,0.0,0.0,0.0,0.0,0.20243608453419618,0.0,0.0,0.0,0.0,0.0,0.0,0.3200390562860914
"GTPLAYER Chair Computer Gaming Chair (Leather, Ivory)， office furniture gaming chair",129.68,129.68,8,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.8260738569183287,0.0,0.0,0.0,0.3829310536401918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22828564361448117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3447483952009221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan James Bailey Upholstered Rattan Bar Stool in Oak Finish Frame,172.61,172.61,1,Free shipping,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5697142052908076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6030980172481808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55829965599235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
